customer_id,app_logins,email_clicks,support_calls,complaints,offer_acceptance
719737833,22,48,3,3,1
789530208,46,15,4,1,1
717885183,93,27,9,2,1
716244033,59,32,3,3,0
711614658,93,41,0,4,0
804598908,66,12,5,4,0
719161683,21,43,9,4,1
719327808,67,43,5,2,1
714038433,81,13,6,1,1
710129283,78,16,9,0,1
709367433,34,27,2,2,1
719729433,60,14,0,3,1
717192933,8,34,2,0,0
711734508,93,3,6,1,0
715153158,31,40,3,1,1
712149033,74,19,4,2,1
713901108,2,45,1,4,0
719415858,46,39,7,4,0
719385558,33,39,3,4,1
779528658,52,1,9,2,0
721508283,76,3,7,2,1
757753083,61,31,6,0,1
797753283,1,48,3,2,1
807523008,5,3,9,4,1
711416958,7,17,8,3,1
780865308,91,13,8,3,0
708423933,60,23,5,0,0
714321408,70,24,6,3,0
771852483,47,46,5,0,1
708185208,41,31,5,2,1
714920208,24,0,8,3,1
789952158,89,15,8,0,1
713237958,61,6,7,3,1
715956258,63,23,6,1,1
769196433,58,47,5,0,0
778942233,4,44,3,2,0
708651933,21,23,1,1,1
720467583,99,19,2,2,1
716549058,29,21,2,3,0
713533983,8,13,1,2,0
787463508,93,6,3,0,1
710256708,39,7,8,3,0
708980283,44,38,1,4,1
719484408,20,4,9,4,0
710023233,30,10,6,0,0
789101883,65,8,8,2,0
778381608,47,0,2,0,0
787492908,3,3,5,2,1
709932558,19,32,2,1,0
780219483,16,6,0,1,1
708590658,19,42,4,3,0
715143333,86,39,7,4,0
801048483,99,15,5,2,1
711913833,19,28,4,0,1
715413483,55,40,5,0,1
715750758,18,35,6,1,1
714062958,31,38,8,0,1
710458758,11,22,6,4,0
719494983,69,40,4,4,1
710586483,67,44,1,2,1
772637058,24,33,6,2,0
718229133,20,27,5,0,0
718423533,53,37,7,0,0
781089708,69,28,0,4,0
773082033,19,24,3,1,1
815288583,5,17,2,2,0
720431433,64,40,8,2,1
709164408,94,30,9,2,0
710567508,72,24,6,1,0
719427333,10,10,2,2,0
714765408,89,26,7,4,1
709785783,15,26,0,0,1
809290308,22,7,3,2,0
779598183,91,43,7,1,0
779783508,23,31,5,4,1
719568333,2,6,4,0,0
719207733,32,30,8,1,0
715533108,16,48,8,3,0
714816258,15,31,7,3,0
787573683,99,46,6,1,0
804310758,60,7,9,2,1
792912708,15,40,4,3,1
719078283,11,26,3,4,1
708620283,1,20,6,4,0
770985633,35,23,0,1,1
780094008,39,24,9,0,1
716420358,90,37,7,2,1
825756333,98,29,4,2,1
755273658,29,3,5,4,1
709096908,11,12,3,0,1
714840858,4,2,6,3,1
721205508,75,38,2,1,0
786493908,23,45,3,2,0
803963808,75,5,0,4,0
806170158,47,16,8,4,0
751469808,3,7,4,1,1
721055058,26,21,6,1,1
709794333,38,23,8,0,0
718361583,19,46,3,0,0
714327183,50,1,2,2,0
808909008,64,27,2,4,0
716207508,16,10,2,0,1
768965208,19,30,6,0,0
720185058,84,37,0,4,1
715220508,96,0,3,0,1
712112733,51,41,8,4,1
712298883,63,46,9,2,1
717813558,91,42,2,3,0
716823408,64,22,2,3,0
719089383,28,7,4,1,0
710039208,31,8,0,2,1
780237033,16,29,0,4,1
720986958,0,23,6,1,1
709473708,51,6,8,3,0
708593883,80,47,2,4,1
710241858,22,41,4,4,1
715392558,43,37,1,1,1
717399183,52,25,5,0,1
817925058,88,49,3,4,0
716029158,11,39,7,4,0
715043508,64,32,4,0,0
716610558,48,43,4,2,1
716768808,95,11,7,2,0
795810633,60,21,3,1,0
779925033,26,19,3,4,0
790225758,18,48,2,2,1
713879283,11,14,3,4,1
715968858,45,1,0,1,0
767687208,0,39,0,2,1
778728783,44,31,0,3,0
713637783,44,47,1,0,1
718162908,78,27,8,3,1
708664008,98,8,5,0,0
711929058,73,40,9,2,1
770781558,50,4,7,3,0
790048158,98,0,3,0,0
721258158,47,19,5,4,1
786480183,39,21,7,3,0
721378008,33,19,2,4,0
786566733,30,17,9,3,1
794551383,20,12,3,1,0
820981383,90,35,1,0,1
713366583,85,38,3,4,1
767311008,89,25,2,0,1
716624133,93,49,7,3,0
712727283,17,44,8,1,0
716059608,67,48,2,1,0
708292833,30,49,1,0,0
720013083,13,12,9,1,0
710540883,2,25,5,3,1
709212183,55,24,2,1,1
713424108,54,2,7,0,1
718476033,31,45,2,2,0
815001108,94,28,5,1,0
709802208,56,34,7,0,0
713445183,64,0,9,3,1
717310458,32,14,5,1,1
789158433,5,6,9,0,1
788761608,67,8,4,3,1
709916058,94,0,2,3,0
789804933,81,5,3,4,1
780070833,74,11,2,0,0
772776033,51,11,4,0,1
719804208,35,31,2,3,0
715077483,37,38,0,3,1
717000858,82,0,7,4,1
792402483,17,10,8,4,0
712973733,94,42,5,2,1
813213558,68,16,1,0,1
718215033,8,48,7,3,1
717207408,12,27,6,0,0
711426033,77,26,9,4,1
719233833,97,35,3,3,0
716864733,70,17,1,0,0
821168733,19,43,0,3,1
710135058,29,5,6,1,1
720228708,99,10,5,3,0
718618458,12,0,9,3,1
719470458,90,20,7,0,1
719587158,70,16,4,1,1
715499808,18,33,0,0,1
718589133,13,31,7,0,1
789235383,47,15,7,4,0
773364483,7,40,4,2,1
713548158,70,28,9,2,1
720264783,54,7,1,1,1
715319958,78,19,8,1,0
710528583,90,9,1,4,1
809990883,26,16,2,0,1
714412308,70,10,1,4,0
772303458,77,9,9,2,1
721243083,92,0,4,1,1
711990933,47,45,8,3,1
819977058,46,33,5,4,0
721467258,23,38,1,4,0
719976558,40,17,2,3,0
718824783,23,19,2,4,1
713303733,19,19,5,2,1
711129483,0,48,2,0,0
779618433,90,37,7,3,1
797757333,80,41,6,2,1
814497483,41,11,9,1,1
709623483,48,39,1,4,0
709056558,47,3,4,2,1
708238833,62,14,8,1,0
813261408,98,35,2,2,1
720424608,10,42,3,4,1
798022683,21,12,5,1,1
769756983,18,26,1,2,1
712674183,80,24,2,0,1
708900408,63,11,8,2,0
713625483,58,40,2,0,0
716869458,79,20,2,4,0
788723133,60,1,1,3,0
794462133,12,9,7,1,0
712604133,41,37,9,0,0
714397983,53,3,7,0,1
788269158,55,18,4,1,0
715898058,51,26,5,2,1
711906033,63,6,0,3,1
711367308,35,3,2,1,1
790186458,55,43,4,3,1
712040433,10,4,2,1,1
709616958,33,47,4,4,0
714633858,79,33,6,1,0
794818833,82,9,7,2,1
711219333,20,33,4,4,1
713384508,78,20,1,3,1
772514808,87,32,1,1,0
710808108,91,8,8,1,0
778973658,10,32,3,1,0
712005108,30,16,4,2,1
804577833,22,23,8,3,0
715028283,3,4,9,4,1
789786258,28,25,1,1,1
715421058,90,12,5,1,0
797166633,31,48,6,2,0
711041508,85,0,9,0,1
712847208,4,41,3,2,1
779174133,59,0,7,4,1
715680933,13,49,1,4,1
770871708,31,24,9,1,1
772643058,82,18,7,3,1
718199133,61,18,6,1,0
721475133,87,27,6,4,1
766322883,88,36,7,1,0
771197433,84,25,1,2,1
709516458,44,13,0,3,1
716456808,91,33,1,0,0
716819958,33,17,7,1,1
779449308,42,13,1,3,0
784891458,46,37,1,1,0
790004883,79,8,3,0,1
770262183,42,10,1,2,1
715277583,51,32,0,4,0
815510883,66,25,0,4,0
713997183,72,27,0,3,0
715107033,87,23,3,3,1
720706008,75,45,8,3,0
710108133,90,12,7,2,1
718983333,81,10,2,2,1
714030183,68,27,6,3,1
710496708,61,22,5,4,1
714935883,29,20,8,0,0
718972758,86,47,6,2,1
711827958,0,29,2,2,0
778724058,44,6,2,2,1
809620833,89,34,8,4,1
718920708,65,48,8,2,0
771051783,61,47,4,2,0
715970133,20,10,0,3,1
806889633,56,30,2,3,0
717338733,92,3,5,4,1
779223858,21,19,0,0,0
769980333,2,41,7,2,0
716112933,88,22,1,0,0
788783133,71,16,2,4,0
816325533,10,7,1,2,1
720113433,51,13,0,3,0
717233058,64,29,0,1,1
710233683,46,34,6,1,1
778327908,7,7,4,0,1
716400633,49,4,7,0,1
787488108,83,5,1,0,0
771649083,94,10,9,0,0
789853533,88,18,1,0,1
806256333,93,7,1,2,0
796336833,15,41,6,0,0
713763633,96,41,4,4,1
710942358,59,11,6,2,0
713974533,49,46,8,4,1
787231233,5,39,5,4,1
719810583,41,37,3,4,0
717124983,20,24,7,4,0
787523283,66,23,8,4,0
719493858,11,12,3,0,0
709897983,97,48,8,0,1
717225258,61,4,9,3,1
803148033,10,6,7,2,1
779474958,40,27,0,2,1
712060158,52,39,2,3,0
713292933,93,30,8,0,1
710982858,49,27,3,4,0
714542058,34,13,8,4,1
712319058,52,22,2,2,0
744483633,83,18,2,1,0
714947883,66,14,8,4,1
788776908,92,17,1,3,1
714802458,30,10,7,3,1
721485708,68,38,7,0,0
716378658,3,24,6,3,0
713375658,99,20,7,2,1
717828108,30,44,0,3,0
788784258,63,22,3,2,0
718875483,72,14,8,2,1
811111083,42,42,7,3,0
715749108,29,39,8,2,0
780197133,6,39,4,3,1
719146008,15,35,4,4,1
717727308,76,44,2,3,1
718445883,23,41,4,4,0
795997908,98,19,2,4,1
710159658,23,26,7,4,1
716068683,71,2,0,0,0
778844433,57,24,4,0,1
715161633,16,4,1,4,0
773270058,25,27,2,1,0
714120258,65,33,4,0,1
720076458,71,8,7,3,1
720693033,41,5,4,0,0
719978583,24,9,4,4,1
712784058,1,46,6,0,1
717261708,78,19,0,3,0
803665983,89,42,0,4,1
815838633,51,2,5,0,1
826706208,99,20,5,2,0
721218408,20,45,3,4,1
779484408,88,18,6,3,1
710416533,65,49,0,1,1
719706483,7,43,0,1,1
712206858,87,26,1,1,0
709886583,69,36,9,1,1
711040758,67,24,8,1,0
817197333,35,38,5,4,1
718929708,49,36,7,4,1
721150833,1,17,3,4,0
714514983,9,4,2,4,1
779888658,97,9,5,2,0
715883358,94,37,6,1,1
713363583,87,27,2,4,1
772935108,24,34,5,4,1
820075983,52,34,9,2,0
721502958,65,15,7,4,1
708596283,29,46,4,2,1
710325258,88,31,9,0,1
708823908,84,34,2,3,0
826401858,71,21,6,2,0
709554483,14,48,6,1,1
710545158,98,13,3,0,0
788621658,70,47,9,0,1
716713533,17,35,2,1,0
712338033,93,2,3,4,0
711639708,83,27,8,3,0
720216108,94,43,7,4,1
718708908,95,10,1,0,1
802890333,58,4,2,1,1
712965183,38,24,8,4,0
796170933,45,45,3,2,1
712816833,97,36,7,2,0
814829583,97,6,9,3,1
798769458,22,23,9,0,1
818034558,25,28,1,2,0
719483358,98,40,4,3,1
719647383,2,31,0,4,0
714909108,8,10,7,2,0
793678608,37,30,0,1,1
720854358,52,17,7,0,1
709126833,82,49,4,3,0
788896983,73,9,4,1,0
715731033,52,16,1,0,0
717636933,0,12,6,2,1
772658658,58,25,6,4,0
755943033,32,38,6,1,1
772399983,46,37,2,0,1
826130133,82,15,6,0,0
719238183,51,7,7,3,0
802666083,4,40,1,0,0
713682708,59,1,3,1,1
712774008,53,17,9,4,0
717627333,78,42,9,2,0
779542608,80,26,0,4,0
715322958,81,18,9,2,1
779100408,79,2,4,2,1
715352883,88,5,9,3,0
789963033,8,32,1,1,0
710687508,61,40,5,3,0
789656358,65,30,6,4,1
715720083,25,0,1,3,1
716584158,62,25,4,3,1
815727183,23,46,4,4,1
717066408,14,42,1,4,0
708104658,38,6,9,2,0
718016808,60,24,9,1,1
814571058,83,36,4,0,1
714757908,90,6,9,4,1
710345808,60,14,1,2,0
814752558,35,48,9,0,0
721284258,51,6,4,4,0
719336583,2,17,4,3,0
797638383,52,20,7,0,1
708434733,26,34,9,0,0
711802758,49,48,7,1,1
720620058,29,18,4,0,1
819169683,87,30,8,3,1
709757583,13,44,9,4,0
789307833,84,33,1,2,1
823912308,53,40,7,3,1
720746208,36,32,1,0,0
709121283,97,27,2,1,1
714093108,26,23,8,0,1
718368333,51,38,0,1,0
806752533,90,9,1,2,1
758521983,54,36,3,0,1
779473308,69,10,6,0,0
709376508,70,0,8,1,0
712589658,7,43,8,2,1
712141683,82,31,3,1,1
712494108,28,18,0,3,1
721350783,5,1,8,1,1
710133858,28,18,5,3,0
719152383,34,47,3,2,1
715174158,73,40,5,1,1
780040758,82,18,5,4,0
719525358,11,44,1,2,0
710892408,15,44,4,4,0
713295183,1,48,0,3,0
789871233,96,43,4,2,0
712663533,22,14,5,0,1
820906233,13,19,1,1,0
821163408,0,1,1,3,1
708947208,59,17,6,4,1
715261458,10,11,4,4,0
789310833,11,33,6,1,0
818294958,46,2,4,1,0
713902983,67,20,5,2,1
771693933,31,35,8,2,0
827984658,26,26,9,0,0
789012633,59,14,9,0,1
807237783,34,36,0,3,0
803408733,25,19,8,1,1
824667708,23,15,9,0,1
807165033,67,37,0,0,1
809984133,67,28,1,2,0
718949433,85,27,8,3,1
751227183,11,6,7,2,0
716331408,25,14,4,0,0
714199983,2,3,2,0,0
774172158,52,39,5,1,1
708171858,29,24,9,3,1
709074108,67,40,2,3,0
721304133,60,1,8,3,0
787430733,15,2,4,1,1
711225933,49,42,8,0,1
717478983,2,13,2,0,0
720949083,80,28,5,4,0
712851108,46,27,0,3,1
713151258,66,16,6,3,0
799731033,73,43,8,3,1
822138333,10,49,8,1,0
708532308,59,2,9,2,1
713718558,75,34,2,4,0
778939683,41,36,6,4,1
713322633,8,48,3,1,1
754671558,58,42,3,2,1
719291283,47,18,2,4,0
720659283,4,10,2,3,0
719535558,62,35,9,2,1
771032658,37,13,3,4,1
709468683,76,30,2,0,1
719455908,2,49,4,1,0
816890883,65,21,3,2,0
709826058,23,40,1,3,1
735008958,15,0,4,4,1
713766183,69,12,1,4,1
719148633,82,0,8,0,1
789266208,16,35,5,0,0
718373658,94,30,4,3,0
712255458,52,38,2,2,0
789494133,41,44,3,0,1
714178458,43,18,8,4,0
717595908,91,18,4,2,0
798114033,13,4,7,3,0
709479558,78,42,8,0,1
778148283,49,6,0,1,1
719363283,37,27,8,3,1
716225433,70,40,9,0,0
719882583,1,30,3,1,0
711076533,18,7,3,1,1
820651908,85,23,6,0,0
710884683,35,0,5,1,0
797468658,81,11,8,3,0
716375883,73,19,9,2,0
711534183,9,20,5,1,1
721083258,46,41,5,3,1
717986058,65,49,6,1,1
804610908,8,5,4,4,0
717602733,79,28,8,0,0
770952933,24,13,1,1,0
713233908,81,8,6,2,0
755365233,68,40,5,2,0
715105908,52,37,8,4,1
712658283,0,29,1,3,0
708796458,12,3,9,0,0
713557533,20,38,3,3,0
710524533,76,29,7,1,0
713412558,20,28,1,2,0
720000708,48,46,3,1,0
718934058,98,11,5,2,0
710607408,12,3,0,4,1
717613233,62,27,9,3,0
821710308,50,39,4,0,0
716089983,8,21,6,3,0
720430083,55,45,4,4,0
712071708,17,34,2,1,0
770721858,65,36,3,4,1
751381458,12,40,8,2,0
715629783,65,39,1,0,0
768886533,85,41,5,1,1
711023508,8,17,4,3,0
711291558,51,17,0,1,1
714929283,33,32,7,3,0
716285358,58,26,5,3,0
710958033,88,42,1,0,0
711368283,87,38,2,2,1
807275733,20,30,1,3,1
708231183,94,1,5,0,1
789690483,91,11,8,0,1
789338583,73,17,5,1,1
717411483,84,2,2,1,1
720799608,97,16,5,1,1
714112383,86,10,4,2,1
717994608,53,9,7,1,0
798558783,56,14,4,0,1
716875083,20,5,7,3,1
714603558,50,36,8,3,1
789903708,86,12,0,2,1
801989733,15,8,9,2,1
789504183,69,12,0,2,0
714574083,53,20,8,0,1
717978033,0,2,8,3,1
711256908,24,45,1,1,0
721023708,2,25,4,1,1
714522258,8,24,2,1,1
714247458,25,11,0,1,0
780416433,4,3,1,2,1
713644758,91,47,5,2,1
712700358,63,11,7,2,1
779873508,29,39,8,3,1
779342958,85,15,5,0,0
711738333,82,48,1,0,0
709413933,3,29,8,1,1
720323208,31,41,0,1,1
708132783,24,26,7,3,1
713372583,54,25,4,3,0
710092683,58,26,1,3,1
779284833,68,45,5,3,0
713426358,59,6,7,3,0
717132633,26,1,7,0,0
714967233,34,17,6,3,1
767587833,6,3,2,4,1
714954033,53,44,2,1,1
716154258,79,31,7,2,0
755399433,13,11,1,3,1
709876008,32,34,2,2,0
709918158,65,8,4,0,0
713350908,63,21,8,0,0
715759458,96,27,3,0,1
713976258,88,26,8,4,1
790174608,72,46,8,2,0
771335358,42,7,1,4,0
708382083,6,10,7,0,0
771829758,58,31,5,3,1
767333808,5,37,7,1,1
721385433,77,47,3,1,0
794293908,36,14,9,0,1
720409608,4,25,8,0,0
717830583,92,17,5,3,0
715455708,83,42,6,1,1
719108358,2,6,0,4,0
769323183,93,28,1,2,0
820020258,37,13,3,0,1
719234883,1,30,4,3,0
807349158,95,9,2,4,0
710799783,99,14,2,2,1
778456983,91,37,4,2,0
708644208,77,17,8,2,1
711659958,92,38,7,3,0
798988983,99,32,7,3,1
710760258,1,21,5,1,1
799700208,54,32,8,4,1
772401933,10,46,9,1,1
787460883,32,36,5,1,0
770937183,61,41,9,1,1
715468083,12,4,1,3,1
807161508,14,34,0,1,1
772268058,91,40,2,2,0
710166783,87,48,4,4,1
804820233,19,30,7,2,1
708758658,3,11,4,1,1
714011358,19,5,7,4,1
712401033,54,22,2,1,1
771212508,85,29,0,3,0
821150958,84,17,6,2,1
792272658,78,31,3,1,1
809818008,90,48,6,2,0
803231058,13,12,4,3,0
715698633,82,32,6,3,1
720450108,35,44,1,0,0
719076858,68,7,5,3,1
720016308,56,25,1,0,0
712443558,5,0,6,4,0
711835758,71,35,4,2,0
709284333,45,1,1,1,0
788122533,57,9,1,4,1
709206333,98,7,3,2,1
713039808,73,49,8,1,1
801700233,50,33,0,3,0
716815308,63,41,9,2,1
821149008,15,27,3,1,0
720580383,92,33,2,1,0
780202908,62,23,4,3,0
787504158,16,25,8,4,1
716183283,15,6,2,2,0
824168808,79,2,4,4,0
712936908,95,47,9,0,0
719855958,47,43,7,1,1
710112933,36,1,4,0,0
768364233,31,11,2,0,0
771725808,22,40,1,3,1
780686358,32,48,2,2,1
712762758,8,28,5,3,1
714392808,26,19,0,1,1
713089458,15,5,7,1,0
826780683,39,5,5,1,1
780251658,37,30,2,0,1
772273983,56,28,6,4,0
737944908,80,43,1,3,0
720688158,6,31,5,2,1
719902908,86,21,5,4,0
771682533,44,34,2,4,1
708193008,52,34,6,1,0
772449858,34,32,0,2,1
715992558,46,0,0,0,0
708502908,19,5,5,4,0
720132258,73,40,5,3,0
708704433,68,22,1,1,0
720906033,56,34,5,4,0
719961183,69,32,4,3,1
718838808,52,5,2,1,1
710268858,62,12,1,1,0
788360283,90,44,7,3,1
717914808,64,13,7,0,1
802884933,43,11,7,1,0
714436383,95,6,9,2,1
718785483,98,15,8,2,0
708816408,1,15,1,4,1
715363908,23,1,5,0,1
709163358,68,38,7,2,0
827643858,79,1,8,3,1
711251133,23,23,5,1,1
716896833,88,32,9,4,1
789193383,95,26,7,3,0
712801758,6,49,6,1,0
719836083,2,37,9,0,1
718291233,67,8,6,1,0
718682883,9,37,6,2,0
771503958,25,44,9,2,0
771960708,44,42,0,2,0
717427983,64,22,8,3,0
712737108,62,21,4,2,1
771599283,77,36,1,4,1
717237708,43,16,4,1,0
710703708,46,49,8,2,1
712513458,0,1,0,3,0
709690158,98,35,2,2,0
709959858,13,15,0,4,1
720683958,78,47,3,4,1
780704358,77,35,9,3,1
717843783,35,40,4,1,0
718318383,84,33,5,1,0
708849858,49,12,4,2,1
712652283,89,0,8,3,0
793461933,1,21,8,2,0
720084183,76,48,4,2,1
767114958,25,25,8,2,1
709216533,11,33,6,3,1
720897783,36,45,1,2,0
773503308,4,28,6,2,1
719963433,14,22,1,0,0
708139833,53,42,7,0,1
710664558,1,44,0,2,0
713687508,54,28,0,3,1
816312633,80,20,5,3,0
712019883,61,23,6,0,0
718216008,65,39,7,1,1
718345233,26,46,9,3,1
771228183,18,27,0,3,1
789430083,61,1,3,0,1
779524833,30,22,2,0,1
823621083,3,12,9,4,1
715563558,78,20,4,2,0
715424283,50,38,2,0,1
807209808,51,13,6,4,1
716578158,12,21,2,4,1
708911508,82,18,3,0,1
717332733,36,44,5,3,0
710681808,1,16,4,2,0
708740808,30,13,3,0,1
711728208,85,3,6,0,0
720562008,93,6,8,2,0
709012083,71,41,7,4,1
771073908,51,46,7,3,0
718174908,30,30,1,2,0
709550958,60,5,6,0,1
720411183,75,3,1,2,1
720776508,14,15,4,1,0
755615208,72,38,6,1,0
708147108,86,11,5,3,1
827476983,27,0,4,2,1
716682258,42,30,1,0,1
708563433,93,45,3,3,1
772277508,52,4,5,3,0
712515558,6,10,9,3,0
719342808,15,34,0,1,1
788957358,57,15,9,4,1
778386033,75,3,3,3,0
820060758,59,24,0,4,1
713271708,44,46,0,2,0
720555483,83,49,4,4,1
709405758,18,0,4,2,0
769463433,33,27,8,0,0
786087633,60,13,9,2,0
738627708,6,6,0,4,0
719527833,63,9,0,0,0
715921758,96,40,9,4,0
717280158,66,49,0,4,0
714179658,21,11,6,2,0
806637558,16,35,2,2,0
714828708,51,28,8,4,0
711989358,29,16,3,0,0
720188508,57,43,7,1,0
719528958,76,37,5,2,1
713110908,40,3,4,3,0
721179708,41,48,5,2,1
716363658,21,9,2,1,0
711443808,93,6,9,4,0
778952058,50,11,9,2,0
713642133,82,4,5,3,1
778908783,56,12,6,3,1
778170633,80,3,7,3,0
714670533,94,13,6,0,0
771833433,5,29,2,1,1
772758783,98,38,8,0,0
788959758,70,17,1,2,0
716878533,23,42,2,2,0
713267133,19,47,2,1,1
716263533,24,43,8,1,1
719026383,87,40,4,0,0
821755233,64,44,4,3,0
709683633,36,22,4,1,0
714318033,28,39,9,2,1
828291858,30,28,4,0,1
779647608,0,15,1,3,0
787605558,20,12,3,2,0
771534408,59,49,4,2,0
716219808,67,29,6,0,0
715690908,13,3,1,1,0
789125733,12,2,1,1,1
717271983,86,2,4,1,0
709695333,10,6,6,1,0
712233183,85,29,5,4,1
716645883,12,8,2,2,1
711762408,54,35,2,4,0
818305008,57,41,5,4,1
788159433,56,40,6,2,1
709104333,72,23,5,3,1
708112008,42,18,3,0,1
714731208,4,24,0,4,1
710006958,90,47,6,0,1
815062383,58,21,4,4,1
778447908,45,21,7,3,1
720725058,23,19,1,4,1
803415183,80,11,8,4,0
708582858,49,15,8,1,1
779833908,87,11,1,3,1
818687958,24,14,7,3,0
708714108,20,47,0,2,1
754872333,7,4,4,0,1
718637208,94,17,7,0,1
816772908,7,30,0,4,0
711935283,53,19,3,2,0
716950758,92,13,6,3,1
716497908,46,46,9,0,0
809358708,56,15,5,4,1
716037708,81,39,6,3,1
717804783,37,46,4,3,0
715338783,41,23,5,0,1
779645658,6,17,9,2,0
787565433,67,21,4,4,1
717287883,31,12,2,4,1
715746633,70,26,4,3,0
720635883,42,28,7,3,0
710077008,93,16,5,4,0
804437658,2,29,2,0,0
780000258,84,22,7,4,0
825785508,82,47,5,1,0
720252858,6,41,4,4,0
710017758,42,42,6,2,0
711750183,62,20,5,3,1
718364283,42,35,5,0,1
711638658,31,34,8,3,0
711046383,60,23,4,4,0
720877083,25,36,3,1,0
715662258,58,26,7,0,1
715570533,21,18,7,1,1
758202858,43,13,9,3,1
712872183,61,44,5,4,0
710014683,33,3,9,1,1
716934333,67,3,2,2,1
778523733,12,12,2,3,1
716353083,55,14,2,1,1
753642933,49,42,2,2,1
708151008,56,4,2,0,0
789646158,55,34,9,3,0
712423233,45,45,0,0,1
719806233,46,8,6,3,1
786509358,8,16,6,4,0
711502908,54,20,8,4,1
748617858,63,2,2,0,1
721532583,29,13,0,4,1
789244308,96,39,1,0,1
709330383,3,47,1,0,1
719136183,40,4,7,1,0
716939358,84,28,2,4,1
778155558,15,24,3,2,0
713461533,60,24,1,1,1
803776533,36,48,6,0,0
714857508,83,47,6,3,1
720348933,37,36,0,1,0
721158108,59,3,2,1,0
789043008,17,3,4,3,0
713362158,7,22,5,4,1
712623258,2,34,2,3,1
708494583,31,22,4,3,1
718394658,42,17,6,4,0
719398158,6,46,3,1,0
711885258,28,46,6,0,1
789161358,75,0,6,2,1
787581858,35,47,3,1,0
779198133,81,22,8,1,1
708314808,1,41,0,3,1
720508233,64,0,3,1,0
717134058,40,31,7,0,1
783366483,57,45,6,3,1
715412583,92,39,5,2,0
719562108,98,16,8,4,1
754457883,12,22,1,1,1
742552683,10,17,6,3,0
711455133,86,9,2,3,0
716387733,14,46,3,3,0
772571508,40,41,8,0,1
718815108,0,39,4,4,1
719266158,46,35,3,2,1
720708183,14,13,0,0,1
767523933,59,15,8,0,1
797466033,5,47,6,2,1
771886233,83,15,0,3,0
712612233,24,31,1,3,1
716516208,0,3,3,0,1
709950858,84,28,2,2,1
779882508,18,26,5,0,0
717472833,47,26,0,0,0
712665633,46,29,7,4,0
709562358,41,8,0,0,1
715391433,60,33,9,4,0
708722583,15,6,5,4,0
720452508,78,29,9,0,1
714566958,71,3,1,2,1
816084333,4,42,7,4,0
806179683,97,7,5,0,0
806244183,68,33,9,0,1
787999533,45,28,6,2,1
718358808,65,11,1,0,1
718474683,71,10,3,0,1
716908158,70,7,8,0,0
713984208,24,29,1,2,0
713013483,95,26,2,3,0
754599558,27,49,6,2,1
788739633,14,49,8,1,0
712411908,94,36,0,1,0
717538683,56,18,8,0,1
709447908,61,20,3,2,0
816834933,47,16,3,3,0
718963158,41,17,3,0,0
714358008,98,11,1,2,0
720758808,50,29,6,3,0
708255633,85,17,9,3,1
716101308,22,5,3,4,1
715986258,49,16,6,1,0
715858008,95,41,6,1,0
806226933,61,42,6,4,1
708361833,1,0,6,4,1
778422933,1,15,4,3,1
708957183,93,35,2,1,1
718000383,96,8,5,3,1
714466458,37,5,1,4,1
719608308,15,35,5,1,1
792995808,87,23,7,1,0
716211258,12,48,9,3,0
779289033,76,48,7,0,0
719356008,29,5,3,0,0
718503108,42,48,1,2,1
779661033,4,24,8,4,0
813053733,69,39,7,1,0
718354683,79,21,5,2,0
720529308,76,3,8,4,1
787578183,29,17,6,4,1
737952333,91,9,4,3,0
779498058,45,3,8,2,1
799707858,50,11,7,3,0
719543208,2,48,9,0,1
797743233,83,46,0,4,1
710658483,10,15,3,1,1
715399908,78,43,5,0,1
710288883,9,8,3,0,0
719912808,85,2,4,0,1
720247158,27,39,8,0,1
718672233,76,5,7,4,1
789593058,97,40,3,4,1
710278458,75,34,7,3,0
714467733,39,40,0,4,0
803026008,59,21,8,4,1
772000533,22,4,5,3,0
811035483,36,16,0,0,1
715480983,6,34,1,4,1
819997983,41,8,9,1,0
807593058,86,34,3,4,0
720437358,4,44,3,3,1
719465733,42,21,8,1,0
711978858,99,48,6,0,1
814364808,59,18,3,2,1
788820933,30,2,7,2,0
713316558,29,29,7,3,1
779856483,91,0,7,3,0
717085983,73,42,4,3,0
788030208,90,5,8,0,1
709914858,58,18,7,4,0
716111808,81,44,5,0,1
708618933,39,3,0,3,1
720446508,66,29,1,1,1
756488883,87,37,3,3,1
708414033,86,15,6,3,0
756727233,86,19,5,4,1
720379533,95,16,8,2,1
720340383,16,47,5,3,0
771453033,39,25,4,0,1
708747708,58,9,9,3,0
712460433,18,29,6,3,0
719801508,48,35,3,4,0
720983733,39,49,1,4,0
713657733,28,33,5,2,1
709955958,99,40,3,0,1
719099583,44,1,9,1,0
719513733,18,6,9,0,0
710654808,7,37,2,2,0
719651358,91,17,8,1,0
718917408,22,46,9,0,0
808753758,48,27,6,4,1
711699183,24,5,8,4,0
711196458,2,29,3,0,0
772565883,67,32,2,4,1
717203958,52,21,3,1,0
769701258,93,46,8,3,1
714933783,92,40,5,3,1
717650133,72,5,7,0,1
708707808,52,2,4,2,0
717331758,98,32,1,1,0
801385458,79,2,8,3,1
710605458,2,35,0,4,0
719570733,61,49,9,3,0
708646233,0,28,7,1,0
766006758,33,37,0,1,0
710695083,14,16,5,2,0
709224033,33,20,6,0,1
795991758,1,6,1,2,0
709381383,32,30,3,2,1
810321933,75,26,0,1,0
